Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
'1000000665918871','1000020410861006',christmas-flamingo-patterned-biker-shorts,,,,,,,,,,L,,,,,,150,shopbase,100,continue,manual,79.99,95.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygextaojygqBdembw.jpeg,4,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygextaojygqBdemjt.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918871','1000020410861007',christmas-flamingo-patterned-biker-shorts,,,,,,,,,,XL,,,,,,170,shopbase,100,continue,manual,79.99,95.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygextaojygqBdemby.jpeg,5,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygextaojygqBdemjt.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918871','1000020410861008',christmas-flamingo-patterned-biker-shorts,,,,,,,,,,2XL,,,,,,190,shopbase,100,continue,manual,79.99,95.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygextaojygqBdembx.jpeg,6,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygextaojygqBdemjt.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918871','1000020410861009',christmas-flamingo-patterned-biker-shorts,,,,,,,,,,3XL,,,,,,200,shopbase,100,continue,manual,79.99,95.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygextaojygqBdembz.jpeg,7,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygextaojygqBdemjt.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918872','1000020410861011',pink-tartan-yoga-pants,Pink Tartan Yoga Pants,"<p>The DAKOfits Pink Tartan Yoga Pants bring a vibrant, classic pattern to your activewear collection. This colorful design features a bright blend of pink, blue, white and grey tartan, perfect for the woman who loves a touch of preppy style with a playful edge. Wear these leggings for workouts, errands, or simply lounging in comfort.</p>
<h2>Why You'll Love It</h2>
<ul>
  <li>Soft, stretchy fabric provides a buttery-smooth feel against your skin.</li>
  <li>Designed for optimal comfort and flexibility during yoga, running, or any activity.</li>
  <li>Squat-proof material ensures confidence and coverage during any workout.</li>
  <li>Features a flattering high waistband that stays in place.</li>
  <li>The vibrant pink tartan print adds a touch of playful style to your activewear.</li>
  <li>Four-way stretch fabric allows for a full range of motion.</li>
  <li>Easy to care for: machine wash cold, tumble dry low.</li>
  <li>Made from a blend of 82% polyester and 18% spandex for a comfortable and durable fit.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/pink-tartan-capris"" style=""color: #00d1b5; text-decoration: underline;"">Pink Tartan Capris</a></li>
  <li><a href=""/products/pink-tartan-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Pink Tartan Leggings</a></li>
</ul>",DAKOfits,Yoga Pants,,TRUE,,,Size,XS,,,,,,145,shopbase,100,continue,manual,93.99,112.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygixtaojygqBdemju.jpeg,1,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygixtaojygqBdemjs.jpeg,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665918872','1000020410861012',pink-tartan-yoga-pants,,,,,,,,,,S,,,,,,154,shopbase,100,continue,manual,93.99,112.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygixtaojygqBdemjq.jpeg,2,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygixtaojygqBdemjs.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918872','1000020410861013',pink-tartan-yoga-pants,,,,,,,,,,M,,,,,,172,shopbase,100,continue,manual,93.99,112.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygixtaojygqBdemjr.jpeg,3,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygixtaojygqBdemjs.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918872','1000020410861014',pink-tartan-yoga-pants,,,,,,,,,,L,,,,,,191,shopbase,100,continue,manual,93.99,112.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygixtaojygqBdemjs.jpeg,4,Pink Tartan Yoga Pants | DAKOfits,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygixtaojygqBdemjs.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918872','1000020410861015',pink-tartan-yoga-pants,,,,,,,,,,XL,,,,,,222,shopbase,100,continue,manual,93.99,112.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygixtaojygqBdemjs.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918873','1000020410861017',olive-green-leopard-skin-capris,Olive Green Leopard Skin Capris,"<p>Embrace your adventurous spirit with the Olive Green Leopard Skin Capris from DAKOfits. This classic leopard print features dark brown and black spots set against a vibrant, earthy olive green backdrop. These capris are perfect for the woman who wants to add a touch of the exotic to her workout or everyday style.</p>

<h2>Why You'll Love It</h2>

<ul>
  <li>Mid-calf length is ideal for warmer weather and studio workouts, allowing your ankles to breathe.</li>
  <li>The cropped cut beautifully shows off your ankles, adding a touch of elegance to your athletic wear.</li>
  <li>Perfect for Pilates and barre, offering freedom of movement during your core workouts.</li>
  <li>Crafted from a squat-proof fabric, so you can bend and stretch with confidence.</li>
  <li>Features a buttery-soft feel, making them incredibly comfortable to wear all day long.</li>
  <li>With 4-way stretch, these capris move with you, providing unrestricted movement.</li>
  <li>The wide, comfortable waistband stays in place, providing a secure fit without digging in.</li>
  <li>Easy to care for: simply machine wash and tumble dry.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/olive-green-leopard-skin-yoga-capris"" style=""color: #00d1b5; text-decoration: underline;"">Olive Green Leopard Skin Yoga Capris</a></li>
  <li><a href=""/products/sports-bra-1"" style=""color: #00d1b5; text-decoration: underline;"">Olive Green Leopard Skin Sports Bra</a></li>
  <li><a href=""/products/olive-green-leopard-skin-yoga-shorts"" style=""color: #00d1b5; text-decoration: underline;"">Olive Green Leopard Skin Yoga Shorts</a></li>
</ul>
<h2>From the Blog</h2>
<ul>
<li><a href=""/blogs/news/the-best-leggings-for-work"" style=""color: #00d1b5; text-decoration: underline;"">8 Best Leggings For Work</a></li>
<li><a href=""/blogs/news/2017s-biggest-color-trend-stylish-ways-to-wear-green-leggings"" style=""color: #00d1b5; text-decoration: underline;"">2022's Biggest Color Trend: Awesome Ways to Wear Green</a></li>
</ul>

<!--rfx4-related-orphans-->
<p><strong>You may also like:</strong> <a href=""https://DAKOfits.com/products/velvet-olive-green-bike-shorts-1"">Velvet Olive Green Bike Shorts</a> · <a href=""https://DAKOfits.com/products/olive-green-velvet-bike-shorts-2"">Olive Green Velvet Bike Shorts</a> · <a href=""https://DAKOfits.com/products/velvet-olive-green-bike-shorts-2"">Velvet Olive Green Bike Shorts</a></p>
",DAKOfits,Capris,"3/4,7/8,active wear,activewear,animal,animal print,animal skin,animal themed,black,bright,capri,capri leggings,capris,colorful,colorful and vibrant,colorful vibrant,crossfit,dance,dancewear,dark green,fitness,gym,gym / workout,gymwear,leopard,leopard print,leopard skin,leopard spots,meditation,olive green,sport,sports,sports wear,sportswear,vibrant,yoga,yoga wear,yogawear,zen,zen yoga,zen zen yoga",TRUE,,,Size,XS,,,,,,113,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygmxtaojygqBdemjx.png,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665918873','1000020410861018',olive-green-leopard-skin-capris,,,,,,,,,,S,,,,,,122,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygmxtaojygqBdemjv.png,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665918873','1000020410861019',olive-green-leopard-skin-capris,,,,,,,,,,M,,,,,,136,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygmxtaojygqBdemjw.png,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665918873','1000020410861020',olive-green-leopard-skin-capris,,,,,,,,,,L,,,,,,159,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygmxtaojygqBdemjy.png,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665918873','1000020410861021',olive-green-leopard-skin-capris,,,,,,,,,,XL,,,,,,181,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665918874','1000020410861022',day-of-the-dead-butterflies-sports-bra,Day of the Dead - Butterflies Sports Bra,"<p>Embrace vibrant beauty with the Day of the Dead - Butterflies Sports Bra. This bra showcases a striking sugar skull-inspired design with colorful butterflies set against a gorgeous pink background. Perfect for the active woman who loves bold, artistic prints, this bra adds a touch of playful elegance to your workout wardrobe.</p>

<h2>Why You'll Love It</h2>

<ul>
 <li>Designed for light to medium-impact workouts, providing reliable support.</li>
 <li>Features support material in the shoulder straps for enhanced comfort and stability.</li>
 <li>Double-layer front for added coverage and confidence.</li>
<li>Buttery-soft fabric feels like a second skin, moving with you during any activity.</li>
<li>Crafted from squat-proof material, providing full coverage and peace of mind.</li>
<li>Features a comfortable underband that stays in place without digging or chafing.</li>
<li>Adjustable straps let you customize the fit for optimal support and comfort.</li>
<li>Easily coordinate with matching leggings or capris for a complete and eye-catching look.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/day-of-the-dead-butterflies-capris"" style=""color: #00d1b5; text-decoration: underline;"">Day of the Dead - Butterflies Capris</a></li>
  <li><a href=""/products/day-of-the-dead-butterflies-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Day of the Dead - Butterflies Leggings</a></li>
  <li><a href=""/products/organic-skeleton-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Organic Skeleton Leggings</a></li>
</ul>
<h2>From the Blog</h2>
<ul>
<li><a href=""/blogs/news/fun-facts-about-day-of-the-dead-sugar-skull-fashion"" style=""color: #00d1b5; text-decoration: underline;"">Fun Facts About Day of the Dead | Sugar Skull Fashion</a></li>
<li><a href=""/blogs/news/calavera-makeup-diy-best-sugar-skull-looks-for-halloween"" style=""color: #00d1b5; text-decoration: underline;"">Calavera Makeup DIY | Best Sugar Skull Looks for Halloween</a></li>
</ul>",DAKOfits,Sports Bra,,TRUE,,,Color,Black,Size,XS,,,,74,shopbase,100,continue,manual,64.99,77.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrw.jpeg,1,Women's butterfly sugar skull printed sports bra front view,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrw.jpeg,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665918874','1000020410861023',day-of-the-dead-butterflies-sports-bra,,,,,,,,,,Black,,S,,,,79,shopbase,100,continue,manual,64.99,77.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemjz.jpeg,2,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrw.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918874','1000020410861024',day-of-the-dead-butterflies-sports-bra,,,,,,,,,,Black,,M,,,,85,shopbase,100,continue,manual,64.99,77.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrq.jpeg,3,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrw.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918874','1000020410861025',day-of-the-dead-butterflies-sports-bra,,,,,,,,,,Black,,L,,,,99,shopbase,100,continue,manual,64.99,77.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrr.jpeg,4,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrw.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918874','1000020410861026',day-of-the-dead-butterflies-sports-bra,,,,,,,,,,Black,,XL,,,,113,shopbase,100,continue,manual,64.99,77.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrs.jpeg,5,Day of the Dead - Butterflies Sports Bra | DAKOfits,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrw.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918874','1000020410861027',day-of-the-dead-butterflies-sports-bra,,,,,,,,,,Black,,2XL,,,,125,shopbase,100,continue,manual,64.99,77.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrt.jpeg,6,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrw.jpeg,lb,,0,,,,,,,,,0,0
'1000000665918874','1000020410861028',day-of-the-dead-butterflies-sports-bra,,,,,,,,,,White,,XS,,,,74,shopbase,100,continue,manual,64.99,77.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemru.jpeg,7,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdqmjzgexdambqgaxdmnrvhextqobygqxtaojygqBdemrs.jpeg,lb,,0,,,,,,,,,0,0
